name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Fernando Abad,37,Colorado,6,0,1.0,,,6.1,11,3,3,3,2,2,4.26,2.211,0.36,2.8,472551,2023
Andrew Abbott,24,Cincinnati,21,21,8.0,6.0,,109.1,100,47,47,44,120,16,3.87,1.317,0.302,9.9,671096,2023
Cory Abbott,27,Washington,22,0,1.0,2.0,,39.1,48,29,29,19,40,9,6.64,1.703,0.351,9.2,676265,2023
Albert Abreu,27,New York,45,0,2.0,2.0,,59.0,52,39,31,35,61,9,4.73,1.475,0.276,9.3,656061,2023
Bryan Abreu,26,Houston,81,0,3.0,2.0,5.0,80.1,50,21,18,33,114,7,2.02,1.033,0.267,12.8,650556,2023
Domingo Acevedo,29,Oakland,9,0,,,,9.1,16,11,11,2,7,2,10.61,1.929,0.4,6.8,642758,2023
Garrett Acton,25,Oakland,6,0,,,,5.2,9,8,8,5,5,3,12.71,2.471,0.333,7.9,670183,2023
Jason Adam,31,Tampa Bay,56,0,4.0,2.0,12.0,54.1,35,21,18,20,69,7,2.98,1.012,0.239,11.4,592094,2023
Austin Adams,32,Arizona,24,0,,1.0,,17.1,16,12,11,8,22,1,5.71,1.385,0.333,11.4,613534,2023
Ty Adcock,26,Seattle,12,0,,,,15.2,11,7,6,0,11,4,3.45,0.702,0.163,6.3,686654,2023
Joan Adon,24,Washington,12,10,2.0,4.0,,51.2,60,37,37,24,48,8,6.45,1.626,0.333,8.4,672851,2023
Keegan Akin,28,Baltimore,24,1,2.0,2.0,,23.2,35,22,18,7,27,2,6.85,1.775,0.434,10.3,669211,2023
Hanser Alberto,30,Chicago,2,0,,,,1.2,6,4,4,1,1,1,21.6,4.2,0.556,5.4,593643,2023
Jorge Alcala,27,Minnesota,11,0,,1.0,,17.1,14,13,12,10,16,5,6.23,1.385,0.209,8.3,660896,2023
Sandy Alcantara,27,Miami,28,28,7.0,12.0,,184.2,176,91,85,48,151,22,4.14,1.213,0.289,7.4,645261,2023
Scott Alexander,33,San Francisco,55,8,7.0,3.0,1.0,48.1,55,30,25,11,31,2,4.66,1.366,0.327,5.8,518397,2023
Tyler Alexander,28,Detroit,25,1,2.0,1.0,,44.0,44,25,22,5,44,8,4.5,1.114,0.298,9.0,641302,2023
Kolby Allard,25,Atlanta,4,3,,1.0,,12.1,16,9,9,4,13,2,6.57,1.622,0.378,9.5,663465,2023
Logan Allen,24,Cleveland,24,24,7.0,8.0,,125.1,127,55,53,48,119,16,3.81,1.396,0.317,8.5,671106,2023
Yency Almonte,29,Los Angeles,49,0,3.0,2.0,,48.0,43,30,27,24,49,6,5.06,1.396,0.296,9.2,622075,2023
Jos\xc3\xa9 Alvarado,28,Philadelphia,50,0,,2.0,10.0,49.1,37,16,9,21,70,3,1.64,1.176,0.309,12.8,621237,2023
Adbert Alzolay,28,Chicago,58,0,2.0,5.0,22.0,64.0,52,23,19,13,67,5,2.67,1.016,0.29,9.4,640470,2023
Chase Anderson,35,"Colorado,Tampa Bay",19,17,1.0,6.0,1.0,86.1,90,53,52,33,64,17,5.42,1.425,0.292,6.7,502624,2023
Grant Anderson,26,Texas,26,0,2.0,1.0,,35.2,38,20,20,14,30,5,5.05,1.458,0.317,7.6,681982,2023
Nick Anderson,32,Atlanta,35,0,4.0,,1.0,35.1,30,14,12,9,36,3,3.06,1.104,0.29,9.2,623433,2023
Tyler Anderson,33,Los Angeles,27,25,6.0,6.0,,141.0,146,90,85,64,119,20,5.43,1.489,0.302,7.6,542881,2023
Clayton Andrews,26,Milwaukee,4,0,,1.0,,3.1,10,11,10,2,4,3,27.0,3.6,0.538,10.8,677076,2023
Tejay Antone,29,Cincinnati,5,1,,,,5.2,3,1,1,2,7,0,1.59,0.882,0.25,11.1,622088,2023
Shawn Armstrong,32,Tampa Bay,40,6,1.0,,,53.0,37,12,8,11,55,2,1.36,0.906,0.252,9.3,542888,2023
Graham Ashcraft,25,Cincinnati,26,26,7.0,9.0,,145.2,148,78,77,52,111,23,4.76,1.373,0.293,6.9,668933,2023
Javier Assad,25,Chicago,32,10,5.0,3.0,,109.1,93,38,37,41,94,13,3.05,1.226,0.269,7.7,665871,2023
Pedro Avila,26,San Diego,14,6,2.0,2.0,,50.1,43,23,18,25,54,3,3.22,1.351,0.305,9.7,658648,2023
Sam Bachman,23,Los Angeles,11,0,1.0,2.0,1.0,17.0,17,7,6,11,14,0,3.18,1.647,0.333,7.4,696147,2023
Bryan Baker,28,Baltimore,47,0,4.0,3.0,,45.1,33,22,21,27,51,4,4.17,1.324,0.274,10.1,641329,2023
Jordan Balazovic,24,Minnesota,18,0,1.0,,,24.1,26,13,12,12,17,5,4.44,1.562,0.284,6.3,666364,2023
Anthony Banda,29,Washington,10,0,,,,7.0,9,5,5,5,6,1,6.43,2.0,0.364,7.7,607455,2023
Tanner Banks,31,Chicago,32,3,1.0,4.0,1.0,61.0,59,32,30,16,51,10,4.43,1.23,0.282,7.5,621383,2023
Daniel Bard,38,Colorado,50,0,4.0,2.0,1.0,49.1,35,30,25,49,47,5,4.56,1.703,0.244,8.6,453268,2023
Joe Barlow,27,Texas,13,0,1.0,1.0,,9.2,13,5,5,2,6,2,4.66,1.552,0.324,5.6,669618,2023
Scott Barlow,30,"Kansas City,San Diego",63,0,2.0,6.0,13.0,68.0,61,39,33,34,79,4,4.37,1.397,0.326,10.5,605130,2023
Jacob Barnes,33,St. Louis,13,0,,1.0,,13.2,18,11,9,3,8,1,5.93,1.537,0.354,5.3,606930,2023
Matt Barnes,33,Miami,24,1,1.0,,,21.1,25,13,13,10,20,2,5.48,1.641,0.348,8.4,598264,2023
Tucker Barnhart,32,Chicago,4,0,,,,4.0,7,1,1,0,0,0,2.25,1.75,0.368,0.0,571466,2023
Kyle Barraclough,33,Boston,3,0,1.0,1.0,,7.2,14,11,11,6,4,3,12.91,2.609,0.379,4.7,607457,2023
Jaime Barria,26,Los Angeles,34,6,2.0,6.0,,82.1,91,63,52,30,62,20,5.68,1.47,0.286,6.8,642545,2023
Anthony Bass,35,Toronto,22,0,,,,20.0,19,12,11,9,19,3,4.95,1.4,0.281,8.6,542914,2023
Chris Bassitt,34,Toronto,33,33,16.0,8.0,,200.0,176,88,80,59,186,28,3.6,1.175,0.274,8.4,605135,2023
Peyton Battenfield,25,Cleveland,7,6,,5.0,,34.2,34,22,20,12,27,7,5.19,1.327,0.27,7.0,685410,2023
Mike Baumann,27,Baltimore,60,0,10.0,1.0,,64.2,52,29,27,33,61,7,3.76,1.314,0.266,8.5,657508,2023
F\xc3\xa9lix Bautista,28,Baltimore,56,0,8.0,2.0,33.0,61.0,30,14,10,26,110,4,1.48,0.918,0.274,16.2,642585,2023
Eduard Bazardo,27,"Baltimore,Seattle",12,0,,,,16.0,15,8,8,4,15,2,4.5,1.188,0.283,8.4,660825,2023
Matt Beaty,30,San Francisco,1,0,,,,1.0,3,3,3,1,1,0,27.0,4.0,0.6,9.0,607461,2023
Tristan Beck,27,San Francisco,33,3,3.0,3.0,2.0,85.0,83,40,37,21,68,10,3.92,1.224,0.29,7.2,663941,2023
David Bednar,28,Pittsburgh,66,0,3.0,3.0,39.0,67.1,53,22,15,21,80,3,2.0,1.099,0.299,10.7,670280,2023
Jalen Beeks,29,Tampa Bay,30,8,2.0,3.0,1.0,42.1,42,28,28,21,47,4,5.95,1.488,0.322,10.0,656222,2023
Andrew Bellatti,31,Philadelphia,27,0,1.0,,,24.2,25,15,14,12,25,4,5.11,1.5,0.292,9.1,571479,2023
Brayan Bello,24,Boston,28,28,12.0,11.0,,157.0,165,77,74,45,132,24,4.24,1.338,0.307,7.6,678394,2023
Brennan Bernardino,31,Boston,55,6,2.0,1.0,,50.2,48,19,18,18,58,4,3.2,1.303,0.338,10.3,657514,2023
Jos\xc3\xa9 Berr\xc3\xados,29,Toronto,33,33,11.0,13.0,,192.2,176,83,78,53,189,25,3.64,1.189,0.293,8.8,621244,2023
Prelander Berroa,23,Seattle,2,0,,,,1.2,0,0,0,3,3,0,0.0,1.8,0.0,16.2,672860,2023
Christian Bethancourt,31,Tampa Bay,1,0,,,,0.1,3,3,3,0,0,1,81.0,9.0,0.667,0.0,542194,2023
Tanner Bibee,24,Cleveland,25,25,10.0,4.0,,142.0,122,49,47,45,141,13,2.98,1.176,0.287,8.9,676440,2023
Phil Bickford,27,"Los Angeles,New York",61,0,5.0,5.0,1.0,67.1,59,41,37,39,76,8,4.95,1.455,0.293,10.2,641360,2023
Osvaldo Bido,27,Pittsburgh,16,9,2.0,5.0,,50.2,55,35,33,21,48,4,5.86,1.5,0.329,8.5,674370,2023
Shane Bieber,28,Cleveland,21,21,6.0,6.0,,128.0,124,56,54,34,107,14,3.8,1.234,0.295,7.5,669456,2023
Brandon Bielak,27,Houston,15,13,5.0,6.0,,80.0,86,43,34,36,62,12,3.83,1.525,0.312,7.0,656232,2023
Jake Bird,27,Colorado,70,3,3.0,3.0,,89.1,94,47,43,27,77,6,4.33,1.354,0.333,7.8,656234,2023
Ty Blach,32,Colorado,20,13,3.0,3.0,,78.0,104,51,48,24,50,15,5.54,1.641,0.346,5.8,621389,2023
Paul Blackburn,29,Oakland,21,20,4.0,7.0,,103.2,117,54,51,43,104,11,4.43,1.543,0.351,9.0,621112,2023
Ronel Blanco,29,Houston,17,7,2.0,1.0,,52.0,49,29,26,28,52,12,4.5,1.481,0.28,9.0,669854,2023
Richard Bleier,36,Boston,27,0,1.0,,,30.2,37,20,18,5,16,5,5.28,1.37,0.317,4.7,542947,2023
Cody Bolton,25,Pittsburgh,16,0,1.0,,,21.1,30,15,15,15,22,3,6.33,2.109,0.415,9.3,675989,2023
Ryan Borucki,29,Pittsburgh,38,2,4.0,,,40.1,26,11,11,4,33,4,2.45,0.744,0.21,7.4,621366,2023
Caleb Boushley,29,Milwaukee,1,0,1.0,,,2.1,1,1,1,2,5,1,3.86,1.286,0.0,19.3,676961,2023
Jonathan Bowlan,26,Kansas City,2,1,,1.0,,3.0,5,1,1,0,3,1,3.0,1.667,0.4,9.0,680742,2023
Matt Bowman,32,New York,3,0,,,,4.0,6,4,4,2,3,1,9.0,2.0,0.357,6.8,621199,2023
Brad Boxberger,35,Chicago,22,0,,1.0,2.0,20.0,15,11,11,11,17,3,4.95,1.3,0.231,7.7,502202,2023
Matthew Boyd,32,Detroit,15,15,5.0,5.0,,71.0,69,46,43,25,73,11,5.45,1.324,0.302,9.3,571510,2023
Joe Boyle,23,Oakland,3,3,2.0,,,16.0,8,4,3,5,15,1,1.69,0.813,0.179,8.4,671212,2023
Silvino Bracho,30,Cincinnati,5,0,,,,7.1,5,3,3,6,6,0,3.68,1.5,0.263,7.4,611093,2023
Cody Bradford,25,Texas,25,8,5.0,3.0,,63.2,60,34,34,12,56,12,4.81,1.131,0.268,7.9,674003,2023
Kyle Bradish,26,Baltimore,31,31,12.0,8.0,,173.1,139,56,55,45,177,14,2.86,1.062,0.28,9.2,680694,2023
Archie Bradley,30,Miami,4,0,,,,7.1,13,10,9,3,7,2,11.05,2.182,0.423,8.6,605151,2023
Taj Bradley,22,Tampa Bay,23,21,5.0,8.0,,104.2,106,69,65,39,129,23,5.59,1.385,0.31,11.1,671737,2023
Matt Brash,25,Seattle,78,0,9.0,4.0,4.0,70.2,65,26,24,29,107,3,3.06,1.33,0.38,13.6,666374,2023
Ryan Brasier,35,"Boston,Los Angeles",60,0,3.0,,2.0,62.0,43,25,21,19,59,4,3.05,1.0,0.244,8.6,518489,2023
Huascar Brazob\xc3\xa1n,33,Miami,51,0,5.0,2.0,,59.2,53,28,27,32,67,5,4.07,1.425,0.316,10.1,623211,2023
John Brebbia,33,San Francisco,40,10,3.0,5.0,,38.1,31,21,17,14,47,6,3.99,1.174,0.266,11.0,605154,2023
Colten Brewer,30,New York,3,0,,,,8.1,6,4,4,3,4,3,4.32,1.08,0.13,4.3,605155,2023
Beau Brieske,25,Detroit,25,1,2.0,3.0,2.0,35.0,36,14,14,12,31,4,3.6,1.371,0.305,8.0,689225,2023
Jeff Brigham,31,New York,37,0,1.0,3.0,,37.2,26,23,22,18,42,9,5.26,1.168,0.198,10.0,656257,2023
Braden Bristo,28,"Detroit,Tampa Bay",3,0,,,1.0,7.0,5,3,2,4,5,0,2.57,1.286,0.238,6.4,668754,2023
Jhony Brito,25,New York,25,13,9.0,7.0,1.0,90.1,82,47,43,28,72,14,4.28,1.218,0.268,7.2,666745,2023
Connor Brogdon,28,Philadelphia,27,1,2.0,1.0,,29.0,29,14,13,13,26,5,4.03,1.448,0.293,8.1,641401,2023
Mike Brosseau,29,Milwaukee,3,0,,,,2.1,1,1,1,1,0,1,3.86,0.857,0.0,0.0,670712,2023
Hunter Brown,24,Houston,35,29,11.0,13.0,,162.2,163,96,90,56,184,27,4.98,1.346,0.328,10.2,686613,2023
Justin Bruihl,26,"Colorado,Los Angeles",27,0,1.0,,,28.0,28,18,17,11,22,2,5.46,1.393,0.313,7.1,677865,2023
Kris Bubic,25,Kansas City,3,3,,2.0,,16.0,19,7,7,2,16,1,3.94,1.313,0.375,9.0,663460,2023
JB Bukauskas,26,"Milwaukee,Seattle",6,0,,,,7.0,6,2,1,3,7,0,1.29,1.286,0.316,9.0,656266,2023
Madison Bumgarner,33,Arizona,4,4,,3.0,,16.2,25,20,19,15,10,4,10.26,2.4,0.35,5.4,518516,2023
Aaron Bummer,29,Chicago,61,0,5.0,5.0,,58.1,53,45,44,36,78,4,6.79,1.526,0.34,12.0,607481,2023
Nick Burdi,30,Chicago,3,0,,,,3.0,3,3,3,3,4,0,9.0,2.0,0.375,12.0,595897,2023
Zack Burdi,28,Tampa Bay,3,0,,,,4.0,6,6,5,2,5,0,11.25,2.0,0.462,11.3,641420,2023
Brock Burke,26,Texas,55,0,5.0,3.0,,60.1,68,37,34,10,52,13,5.07,1.293,0.307,7.8,656271,2023
Alec Burleson,24,St. Louis,2,0,,,,1.2,8,4,4,0,1,1,21.6,4.8,0.636,5.4,676475,2023
Corbin Burnes,28,Milwaukee,33,33,10.0,9.0,,197.2,146,81,77,68,205,25,3.51,1.083,0.243,9.3,669203,2023
Alan Busenitz,32,Cincinnati,6,0,,,,7.0,8,2,2,1,5,0,2.57,1.286,0.348,6.4,641427,2023
Matt Bush,37,Milwaukee,12,0,,2.0,1.0,10.1,11,11,11,6,10,5,9.58,1.645,0.222,8.7,456713,2023
Jos\xc3\xa9 Butt\xc3\xb3,25,New York,9,7,1.0,4.0,,42.0,33,17,17,23,38,3,3.64,1.333,0.261,8.1,676130,2023
Edward Cabrera,25,Miami,22,20,7.0,7.0,,99.2,78,48,47,66,118,11,4.24,1.445,0.285,10.7,665795,2023
G\xc3\xa9nesis Cabrera,26,"St. Louis,Toronto",62,0,2.0,1.0,,56.1,49,28,25,24,60,8,3.99,1.296,0.281,9.6,650893,2023
Kelvin C\xc3\xa1ceres,23,Los Angeles,2,0,,,,1.1,2,1,1,2,1,0,6.75,3.0,0.5,6.8,680983,2023
Blair Calvo,27,Colorado,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663971,2023
Isaiah Campbell,25,Seattle,27,0,4.0,1.0,1.0,28.2,22,9,9,13,33,2,2.83,1.221,0.282,10.4,663462,2023
Griffin Canning,27,Los Angeles,24,22,7.0,8.0,,127.0,121,62,61,36,139,22,4.32,1.236,0.297,9.9,656288,2023
Yennier Cano,29,Baltimore,74,0,1.0,4.0,8.0,74.0,62,20,18,14,65,4,2.19,1.027,0.286,7.9,666974,2023
Matt Carasiti,31,Colorado,16,0,1.0,,1.0,24.1,28,19,17,11,16,3,6.29,1.603,0.316,5.9,571539,2023
Drew Carlton,27,San Diego,11,0,2.0,1.0,,20.2,18,12,10,6,18,2,4.35,1.161,0.291,7.8,656290,2023
Carlos Carrasco,36,New York,20,20,3.0,8.0,,90.0,115,71,68,38,66,18,6.8,1.7,0.336,6.6,471911,2023
Daniel Castano,28,Miami,2,0,,,,3.0,7,8,7,3,4,2,21.0,3.333,0.455,12.0,641447,2023
Diego Castillo,29,Seattle,8,0,,,,8.2,7,6,6,7,7,2,6.23,1.615,0.208,7.3,650895,2023
Jos\xc3\xa9 Castillo,27,San Diego,1,0,,,,0.1,2,4,4,2,0,0,108.0,12.0,0.667,0.0,620454,2023
Luis Castillo,30,Seattle,33,33,14.0,9.0,,197.0,160,81,73,56,219,28,3.34,1.096,0.268,10.0,622491,2023
Max Castillo,24,Kansas City,7,0,,1.0,,20.1,20,10,10,9,10,2,4.43,1.426,0.281,4.4,666721,2023
Harold Castro,29,Colorado,2,0,,,,2.0,4,2,2,1,0,0,9.0,2.5,0.444,0.0,605612,2023
Miguel Castro,28,Arizona,83,0,6.0,7.0,7.0,70.2,58,39,38,30,64,9,4.84,1.245,0.257,8.2,612434,2023
Willi Castro,26,Minnesota,3,0,,,,2.1,3,3,3,2,0,0,11.57,2.143,0.333,0.0,650489,2023
Dylan Cease,27,Chicago,33,33,7.0,9.0,,177.0,172,98,90,79,214,19,4.58,1.418,0.331,10.9,656302,2023
Slade Cecconi,24,Arizona,9,4,,1.0,,29.0,29,13,13,4,21,4,4.03,1.138,0.291,6.5,677944,2023
Luis Cessa,31,Cincinnati,7,6,1.0,4.0,,26.0,46,26,26,12,11,3,9.0,2.231,0.413,3.8,570666,2023
Andrew Chafin,33,"Arizona,Milwaukee",63,0,3.0,4.0,8.0,51.1,45,30,27,28,63,6,4.73,1.422,0.31,11.0,605177,2023
Aroldis Chapman,35,"Kansas City,Texas",70,0,6.0,5.0,6.0,66.1,44,26,22,41,109,5,2.98,1.281,0.31,14.8,547973,2023
JT Chargois,32,Miami,47,5,1.0,,1.0,43.0,36,17,17,19,35,3,3.56,1.279,0.277,7.3,608638,2023
Jesse Chavez,39,Atlanta,36,1,1.0,,1.0,34.2,26,10,6,12,39,2,1.56,1.096,0.273,10.1,445926,2023
Yonny Chirinos,29,"Atlanta,Tampa Bay",20,9,5.0,5.0,,85.0,91,53,51,27,53,15,5.4,1.388,0.286,5.6,630023,2023
Adam Cimber,32,Toronto,22,0,,2.0,1.0,20.2,25,18,17,7,12,6,7.4,1.548,0.288,5.2,643256,2023
Jos\xc3\xa9 Cisnero,34,Detroit,63,0,3.0,4.0,2.0,59.1,63,39,35,25,70,10,5.31,1.483,0.342,10.6,542585,2023
Aaron Civale,28,"Cleveland,Tampa Bay",23,23,7.0,5.0,,122.1,109,47,47,33,116,12,3.46,1.161,0.289,8.5,650644,2023
Taylor Clarke,30,Kansas City,58,2,3.0,6.0,3.0,59.0,71,42,39,24,65,12,5.95,1.61,0.369,9.9,664199,2023
Emmanuel Clase,25,Cleveland,75,0,3.0,9.0,44.0,72.2,68,37,26,16,64,4,3.22,1.156,0.296,7.9,661403,2023
Alex Claudio,31,Milwaukee,1,0,,,,0.1,2,0,0,0,0,0,0.0,6.0,0.667,0.0,592222,2023
Garrett Cleavinger,29,Tampa Bay,15,0,1.0,,,12.0,6,5,4,6,14,2,3.0,1.0,0.16,10.5,664076,2023
Kody Clemens,27,Philadelphia,4,0,,,,2.2,4,1,1,3,1,0,3.38,2.625,0.364,3.4,665019,2023
Ernie Clement,27,Toronto,1,0,,,,1.0,3,1,1,0,0,0,9.0,3.0,0.5,0.0,676391,2023
Mike Clevinger,32,Chicago,24,24,9.0,9.0,,131.1,121,56,55,40,110,16,3.77,1.226,0.282,7.5,605182,2023
Alex Cobb,35,San Francisco,28,28,7.0,7.0,,151.1,163,69,65,37,131,19,3.87,1.322,0.319,7.8,502171,2023
Gerrit Cole,32,New York,33,33,15.0,4.0,,209.0,157,64,61,48,222,20,2.63,0.981,0.263,9.6,543037,2023
Dylan Coleman,26,Kansas City,23,1,,2.0,,18.1,18,19,18,19,21,3,8.84,2.018,0.313,10.3,669395,2023
Alex Colom\xc3\xa9,34,Chicago,4,0,,1.0,,3.0,2,4,2,3,2,1,6.0,1.667,0.111,6.0,517008,2023
Roansy Contreras,23,Pittsburgh,19,11,3.0,7.0,1.0,68.1,75,50,50,32,55,11,6.59,1.566,0.318,7.2,672710,2023
Sam Coonrod,30,New York,10,0,,,,6.2,5,7,7,8,6,0,9.45,1.95,0.278,8.1,656322,2023
Patrick Corbin,33,Washington,32,32,10.0,15.0,,180.0,210,113,104,57,124,33,5.2,1.483,0.311,6.2,571578,2023
Jimmy Cordero,31,New York,31,1,3.0,2.0,,32.2,25,14,14,10,34,2,3.86,1.071,0.274,9.4,622772,2023
Nestor Cortes,28,New York,12,12,5.0,2.0,,63.1,59,36,35,20,67,11,4.97,1.247,0.291,9.5,641482,2023
Tom Cosgrove,27,San Diego,54,0,1.0,2.0,1.0,51.1,31,12,10,19,44,3,1.75,0.974,0.211,7.7,676680,2023
Danny Coulombe,33,Baltimore,63,0,5.0,3.0,2.0,52.1,45,17,16,13,59,4,2.75,1.108,0.304,10.1,543056,2023
Jake Cousins,28,Milwaukee,9,0,,,,9.1,10,5,5,10,7,1,4.82,2.143,0.333,6.8,664776,2023
Dylan Covey,31,"Los Angeles,Philadelphia",29,1,1.0,3.0,,43.0,48,22,18,17,30,5,3.77,1.512,0.314,6.3,592229,2023
Austin Cox,26,Kansas City,24,3,,1.0,1.0,35.2,28,20,18,17,33,2,4.54,1.262,0.274,8.3,680735,2023
Brandon Crawford,36,San Francisco,1,0,,,,1.0,1,0,0,1,0,0,0.0,2.0,0.25,0.0,543063,2023
Kutter Crawford,27,Boston,31,23,6.0,8.0,,129.1,107,59,58,36,135,17,4.04,1.106,0.269,9.4,676710,2023
Nabil Crismatt,28,"Arizona,San Diego",8,0,,2.0,,13.0,19,13,12,7,12,3,8.31,2.0,0.381,8.3,622503,2023
Cooper Criswell,26,Tampa Bay,10,0,1.0,1.0,,33.0,40,23,21,11,27,6,5.73,1.545,0.33,7.4,681867,2023
Garrett Crochet,24,Chicago,13,0,,2.0,,12.2,12,6,5,13,12,1,3.55,1.974,0.306,8.5,676979,2023
Declan Cronin,25,Chicago,9,0,,1.0,,11.0,11,12,11,7,8,3,9.0,1.636,0.258,6.5,686539,2023
Wil Crowe,28,Pittsburgh,5,0,,1.0,1.0,9.2,9,6,5,9,9,1,4.66,1.862,0.296,8.4,640444,2023
Fernando Cruz,33,Cincinnati,58,2,1.0,2.0,,66.0,52,39,36,28,98,6,4.91,1.212,0.319,13.4,518585,2023
Steven Cruz,24,Kansas City,10,4,,,,12.2,11,7,7,11,15,1,4.97,1.737,0.294,10.7,674444,2023
Jose Cuas,29,"Chicago,Kansas City",72,2,3.0,2.0,1.0,65.1,63,30,29,35,71,8,3.99,1.5,0.322,9.8,621016,2023
Johnny Cueto,37,Miami,13,10,1.0,4.0,,52.1,51,36,35,15,39,17,6.02,1.261,0.236,6.7,456501,2023
Xzavion Curry,24,Cleveland,41,9,3.0,4.0,,95.0,98,47,43,30,67,12,4.07,1.347,0.295,6.3,675540,2023
John Curtiss,30,New York,15,0,,,,19.2,17,10,10,8,16,3,4.58,1.271,0.259,7.3,595928,2023
Tyler Cyr,30,Los Angeles,2,0,,,,1.2,1,0,0,0,2,0,0.0,0.6,0.25,10.8,664202,2023
Davis Daniel,26,Los Angeles,3,0,1.0,1.0,,12.1,7,3,3,9,9,1,2.19,1.297,0.182,6.6,669721,2023
Hagen Danner,24,Toronto,1,0,,,,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668470,2023
Yu Darvish,36,San Diego,24,24,8.0,10.0,,136.1,134,71,69,43,141,18,4.56,1.298,0.319,9.3,506433,2023
Tucker Davidson,27,"Kansas City,Los Angeles",38,1,1.0,2.0,2.0,51.1,64,37,34,19,46,6,5.96,1.617,0.367,8.1,656353,2023
Zach Davies,30,Arizona,18,18,2.0,5.0,,82.1,98,67,64,39,72,10,7.0,1.664,0.348,7.9,605200,2023
Noah Davis,26,Colorado,8,6,,4.0,,30.0,43,30,29,15,26,6,8.7,1.933,0.389,7.8,663562,2023
Enmanuel De Jesus,26,Miami,2,0,,,,6.1,9,8,8,4,5,0,11.37,2.053,0.409,7.1,646241,2023
Chase De Jong,29,Pittsburgh,6,0,,,,11.1,18,17,17,6,7,6,13.5,2.118,0.308,5.6,608328,2023
Jos\xc3\xa9 De Le\xc3\xb3n,30,Minnesota,12,1,,1.0,,17.1,16,10,9,5,17,2,4.67,1.212,0.311,8.8,592254,2023
Enyel De Los Santos,27,Cleveland,70,0,5.0,2.0,,65.2,50,26,24,25,62,4,3.29,1.142,0.275,8.5,660853,2023
Yerry de los Santos,25,Pittsburgh,22,0,1.0,1.0,,24.1,17,10,9,13,18,1,3.33,1.233,0.225,6.7,660787,2023
Jacob deGrom,35,Texas,6,6,2.0,,,30.1,19,11,9,4,45,2,2.67,0.758,0.266,13.4,594798,2023
Matt Dermody,32,Boston,1,1,,1.0,,4.0,4,3,3,1,1,2,6.75,1.25,0.167,2.3,571616,2023
Anthony DeSclafani,33,San Francisco,19,18,4.0,8.0,,99.2,105,59,54,20,79,15,4.88,1.254,0.303,7.1,543101,2023
Reid Detmers,23,Los Angeles,28,28,4.0,10.0,,148.2,141,81,74,60,168,19,4.48,1.352,0.318,10.2,672282,2023
Chris Devenski,32,"Los Angeles,Tampa Bay",39,0,6.0,4.0,,44.1,37,24,21,11,42,6,4.26,1.083,0.261,8.5,606965,2023
Alexis D\xc3\xadaz,26,Cincinnati,71,0,9.0,6.0,37.0,67.1,44,30,23,36,86,4,3.07,1.188,0.27,11.5,664747,2023
Jhonathan D\xc3\xadaz,26,Los Angeles,4,1,,,,7.0,13,11,8,7,4,0,10.29,2.857,0.448,5.1,646242,2023
Miguel D\xc3\xadaz,28,Detroit,12,3,1.0,,,14.0,8,1,1,5,16,0,0.64,0.929,0.242,10.3,622766,2023
Jake Diekman,36,"Chicago,Tampa Bay",64,0,,2.0,,57.2,38,29,21,39,66,3,3.28,1.335,0.254,10.3,518617,2023
Brandon Dixon,31,San Diego,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641525,2023
Dylan Dodd,25,Atlanta,7,7,2.0,2.0,,34.1,53,29,29,12,15,9,7.6,1.893,0.346,3.9,689266,2023
Seranthony Dom\xc3\xadnguez,28,Philadelphia,63,0,5.0,5.0,2.0,55.1,54,26,21,25,55,7,3.42,1.428,0.299,8.9,622554,2023
Josh Donaldson,37,New York,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518626,2023
Camilo Doval,25,San Francisco,69,0,6.0,6.0,39.0,67.2,51,32,22,26,87,3,2.93,1.138,0.308,11.6,666808,2023
Tommy Doyle,27,Colorado,15,0,,1.0,,23.2,23,18,18,13,18,5,6.85,1.521,0.269,6.8,656382,2023
Daniel Duarte,26,Cincinnati,31,0,3.0,,1.0,31.2,24,14,13,20,23,5,3.69,1.389,0.218,6.5,650960,2023
Shawn Dubin,27,Houston,3,1,,,,9.0,12,7,7,3,11,1,7.0,1.667,0.423,11.0,681869,2023
Tyler Duffey,32,Chicago,1,0,,,,2.0,1,1,1,0,3,1,4.5,0.5,0.0,13.5,608648,2023
Matt Duffy,32,Kansas City,2,0,,,,2.0,3,1,1,0,0,1,4.5,1.5,0.25,0.0,622110,2023
Dane Dunning,28,Texas,40,26,13.0,8.0,,179.2,171,77,75,60,145,21,3.76,1.286,0.29,7.3,641540,2023
Jhoan Duran,25,Minnesota,63,0,3.0,6.0,29.0,67.1,48,25,17,26,90,6,2.27,1.099,0.292,12.0,661395,2023
Nate Eaton,26,Kansas City,1,0,,,,1.0,2,0,0,0,1,0,0.0,2.0,0.5,9.0,681987,2023
Carl Edwards Jr.,31,Washington,32,0,1.0,3.0,2.0,31.2,31,14,13,17,24,1,3.69,1.516,0.303,6.8,605218,2023
