name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Joel Kuhnel,28,"Cincinnati,Houston",9,0,,,,13.0,16,8,8,5,3,2,5.54,1.615,0.298,2.1,669270,2023
Joe La Sorsa,25,"Tampa Bay,Washington",25,0,1.0,,,32.2,32,16,16,9,28,3,4.41,1.255,0.293,7.7,686747,2023
Jake Lamb,32,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,571875,2023
Jimmy Lambert,28,Chicago,35,1,2.0,3.0,1.0,37.2,41,26,22,20,41,10,5.26,1.619,0.313,9.8,669424,2023
Peter Lambert,26,Colorado,25,11,3.0,7.0,,87.1,93,54,52,28,71,18,5.36,1.385,0.296,7.3,663567,2023
Dinelson Lamet,30,"Boston,Colorado",17,4,1.0,4.0,,27.2,42,38,36,23,32,7,11.71,2.349,0.427,10.4,659275,2023
Alex Lange,27,Detroit,67,0,7.0,5.0,26.0,66.0,43,30,27,45,79,6,3.68,1.333,0.245,10.8,656638,2023
Jacob Latz,27,Texas,3,0,,,,6.1,1,0,0,3,5,0,0.0,0.632,0.071,7.1,656641,2023
Eric Lauer,28,Milwaukee,10,9,4.0,6.0,,46.2,54,39,34,24,43,16,6.56,1.671,0.297,8.3,641778,2023
Derek Law,32,Cincinnati,54,3,4.0,6.0,2.0,55.0,50,24,22,26,45,6,3.6,1.382,0.278,7.4,571882,2023
Casey Lawrence,35,St. Louis,15,0,1.0,,,27.1,32,20,20,10,20,7,6.59,1.537,0.305,6.6,596271,2023
Justin Lawrence,28,Colorado,69,0,4.0,7.0,11.0,75.0,65,37,31,36,78,5,3.72,1.347,0.305,9.4,664875,2023
Kyle Leahy,26,St. Louis,3,0,,1.0,,1.2,4,4,4,5,2,1,21.6,5.4,0.5,10.8,681517,2023
Jos\xc3\xa9 Leclerc,29,Texas,70,0,1.0,3.0,8.0,70.2,46,24,22,34,81,8,2.8,1.132,0.233,10.3,600917,2023
Dylan Lee,28,Atlanta,24,1,1.0,,,23.2,24,14,11,8,24,4,4.18,1.352,0.317,9.1,669276,2023
Casey Legumina,26,Cincinnati,11,0,1.0,,,12.2,16,11,8,9,11,3,5.68,1.974,0.342,7.8,668984,2023
Mark Leiter Jr.,32,Chicago,69,0,1.0,3.0,4.0,64.1,48,27,25,24,77,7,3.5,1.119,0.27,10.8,643410,2023
Sandy Le\xc3\xb3n,34,Texas,1,0,,,,1.0,1,2,2,0,0,1,18.0,1.0,0.0,0.0,506702,2023
Dominic Leone,31,"Los Angeles,New York,Seattle",51,0,1.0,3.0,1.0,54.0,49,28,28,28,54,14,4.67,1.426,0.255,9.0,608678,2023
Josh Lester,28,Baltimore,1,0,,,,1.0,1,0,0,1,1,0,0.0,2.0,0.333,9.0,623507,2023
Matthew Liberatore,23,St. Louis,22,11,3.0,6.0,,61.2,66,42,36,25,46,5,5.25,1.476,0.314,6.7,669461,2023
Jeff Lindgren,26,Miami,3,0,,,,7.0,4,4,4,4,1,0,5.14,1.143,0.174,1.3,689167,2023
Zack Littell,27,"Boston,Tampa Bay",29,14,3.0,6.0,,92.0,94,43,41,12,78,13,4.01,1.152,0.292,7.6,641793,2023
Luke Little,22,Chicago,7,0,,,,6.2,5,0,0,4,12,0,0.0,1.35,0.385,16.2,681432,2023
Ben Lively,31,Cincinnati,19,12,4.0,7.0,,88.2,96,53,53,25,79,20,5.38,1.365,0.297,8.0,594902,2023
Mauricio Llovera,27,"Boston,San Francisco",30,0,2.0,3.0,,35.0,36,25,19,15,29,3,4.89,1.457,0.303,7.5,661440,2023
Jonathan Loaisiga,28,New York,17,0,,2.0,,17.2,14,7,6,1,6,2,3.06,0.849,0.207,3.1,642528,2023
Nick Lodolo,25,Cincinnati,7,7,2.0,1.0,,34.1,50,24,24,10,47,10,6.29,1.748,0.44,12.3,666157,2023
Zach Logue,27,Detroit,3,0,,,,11.0,13,9,9,2,10,3,7.36,1.364,0.294,8.2,656657,2023
Sam Long,27,Oakland,40,1,,1.0,2.0,45.0,49,29,28,21,32,5,5.6,1.556,0.317,6.4,669674,2023
Jacob Lopez,25,Tampa Bay,4,1,1.0,,1.0,12.1,14,7,6,2,8,0,4.38,1.297,0.333,5.8,682052,2023
Jorge L\xc3\xb3pez,30,"Baltimore,Miami,Minnesota",61,0,6.0,2.0,3.0,59.0,67,42,39,22,49,12,5.95,1.508,0.316,7.5,605347,2023
Jos\xc3\xa9 Lopez,24,Tampa Bay,1,0,,,,2.0,3,1,1,1,2,0,4.5,2.0,0.429,9.0,673111,2023
Nicky Lopez,28,Atlanta,2,0,,,,2.1,4,2,2,2,0,1,7.71,2.571,0.3,0.0,670032,2023
Pablo L\xc3\xb3pez,27,Minnesota,34,34,13.0,8.0,,206.2,187,82,80,51,244,24,3.48,1.152,0.312,10.6,641154,2023
Reynaldo L\xc3\xb3pez,29,"Chicago,Cleveland,Los Angeles",68,0,3.0,7.0,6.0,66.0,50,25,24,34,83,8,3.27,1.273,0.278,11.3,625643,2023
Michael Lorenzen,31,"Detroit,Philadelphia",31,25,9.0,9.0,1.0,155.2,140,76,71,49,112,20,4.1,1.214,0.268,6.5,547179,2023
Aaron Loup,35,Los Angeles,55,0,2.0,3.0,1.0,48.2,65,37,33,20,45,6,6.1,1.747,0.373,8.3,571901,2023
Richard Lovelady,27,Oakland,27,0,,3.0,,23.1,15,13,12,10,24,3,4.63,1.071,0.214,9.3,663992,2023
Easton Lucas,26,Oakland,6,0,,,,6.2,10,6,6,4,7,1,8.1,2.1,0.391,9.5,687922,2023
Joey Lucchesi,30,New York,9,9,4.0,,,46.2,44,17,15,17,32,4,2.89,1.307,0.288,6.2,664192,2023
Lucas Luetge,36,Atlanta,12,0,1.0,,,13.2,17,11,11,7,14,2,7.24,1.756,0.366,9.2,476595,2023
Seth Lugo,33,San Diego,26,26,8.0,7.0,,146.1,140,62,58,36,140,19,3.57,1.203,0.298,8.6,607625,2023
Jordan Luplow,29,Minnesota,2,0,,1.0,,1.1,1,3,2,0,0,1,13.5,0.75,0.0,0.0,656669,2023
Jes\xc3\xbas Luzardo,25,Miami,33,33,10.0,11.0,,182.2,170,82,74,55,213,22,3.65,1.232,0.32,10.5,666200,2023
Jordan Lyles,32,Kansas City,31,31,6.0,17.0,,177.2,176,130,124,45,120,39,6.28,1.244,0.256,6.1,543475,2023
Daniel Lynch IV,26,Kansas City,9,9,3.0,4.0,,52.1,50,29,27,16,34,9,4.64,1.261,0.252,5.8,663738,2023
Lance Lynn,36,"Chicago,Los Angeles",33,33,13.0,12.0,,186.1,195,131,121,67,192,48,5.84,1.406,0.291,9.3,458681,2023
Andr\xc3\xa9s Machado,30,Washington,44,0,4.0,1.0,,50.0,53,29,29,13,43,12,5.22,1.32,0.304,7.7,600921,2023
Bligh Madris,27,Houston,1,0,,,,1.0,1,1,1,1,0,1,9.0,2.0,0.0,0.0,676632,2023
Kenta Maeda,35,Minnesota,23,20,6.0,8.0,,108.1,100,53,52,31,121,17,4.32,1.209,0.301,10.1,628317,2023
Tyler Mahle,28,Minnesota,5,5,1.0,2.0,,25.2,22,11,9,5,28,5,3.16,1.052,0.266,9.8,641816,2023
Luke Maile,32,Cincinnati,4,0,,,,4.1,12,8,8,0,0,4,16.62,2.769,0.381,0.0,571912,2023
Mart\xc3\xadn Maldonado,36,Houston,1,0,,,,1.0,5,4,4,1,0,1,36.0,6.0,0.571,0.0,455117,2023
Sean Manaea,31,San Francisco,37,10,7.0,6.0,1.0,117.2,104,68,58,42,128,14,4.44,1.241,0.293,9.8,640455,2023
Matt Manning,25,Detroit,15,15,5.0,4.0,,78.0,60,37,31,21,50,11,3.58,1.038,0.216,5.8,666159,2023
Alek Manoah,25,Toronto,19,19,3.0,9.0,,87.1,93,61,57,59,79,15,5.87,1.74,0.308,8.1,666201,2023
Joe Mantiply,32,Arizona,44,5,4.0,3.0,,46.2,41,27,24,13,34,4,4.63,1.157,0.266,6.6,573009,2023
Ron Marinaccio,27,New York,45,0,4.0,5.0,2.0,47.1,35,24,21,27,56,6,3.99,1.31,0.271,10.6,676760,2023
Michael Mariot,34,Cincinnati,1,0,,,,2.2,4,1,1,1,2,1,3.38,1.875,0.333,6.8,592527,2023
Germ\xc3\xa1n M\xc3\xa1rquez,28,Colorado,4,4,2.0,2.0,,20.0,19,11,11,3,17,4,4.95,1.1,0.278,7.7,608566,2023
Alec Marsh,25,Kansas City,17,8,3.0,9.0,,74.1,77,50,47,39,85,16,5.69,1.561,0.321,10.3,679525,2023
Jos\xc3\xa9 Marte,27,Los Angeles,10,0,,,,9.1,14,10,9,7,7,3,8.68,2.25,0.355,6.8,665896,2023
Yunior Marte,28,Philadelphia,40,0,1.0,1.0,2.0,39.1,47,27,22,17,38,6,5.03,1.627,0.342,8.7,628708,2023
Chris Martin,37,Boston,55,0,4.0,1.0,3.0,51.1,45,6,6,8,46,2,1.05,1.032,0.301,8.1,455119,2023
Adri\xc3\xa1n Martinez,26,Oakland,22,1,,2.0,,55.0,59,31,29,19,47,8,4.75,1.418,0.315,7.7,661309,2023
Justin Martinez,21,Arizona,10,0,,,1.0,10.0,13,14,13,11,14,2,11.7,2.4,0.393,12.6,679885,2023
Nick Martinez,32,San Diego,63,9,6.0,4.0,1.0,110.1,99,45,42,40,106,12,3.43,1.26,0.294,8.6,607259,2023
Seth Martinez,28,Houston,35,0,2.0,3.0,1.0,43.0,45,29,25,19,45,5,5.23,1.488,0.333,9.4,661527,2023
Miles Mastrobuoni,27,Chicago,1,0,,,,0.1,4,4,4,0,0,1,108.0,12.0,0.75,0.0,670156,2023
Phil Maton,30,Houston,74,0,4.0,3.0,1.0,72.0,50,27,22,26,81,6,2.75,1.056,0.257,10.1,664208,2023
Steven Matz,32,St. Louis,25,17,4.0,7.0,,105.0,108,48,45,32,98,11,3.86,1.333,0.32,8.4,571927,2023
Dustin May,25,Los Angeles,9,9,4.0,1.0,,48.0,29,14,14,16,34,1,2.63,0.938,0.209,6.4,669160,2023
Trevor May,33,Oakland,49,0,4.0,4.0,21.0,46.2,35,21,17,29,40,4,3.28,1.371,0.246,7.7,543507,2023
Mike Mayers,31,Kansas City,6,2,1.0,2.0,,26.1,34,19,18,10,17,4,6.15,1.671,0.341,5.8,594577,2023
Tim Mayza,31,Toronto,70,0,3.0,1.0,1.0,53.2,51,10,9,15,53,2,1.51,1.23,0.333,8.9,641835,2023
Zach McAllister,35,New York,7,0,,,,5.1,9,7,6,2,5,2,10.13,2.063,0.368,8.4,502083,2023
James McArthur,26,Kansas City,18,2,1.0,,4.0,23.1,20,12,12,2,23,2,4.63,0.943,0.29,8.9,663704,2023
James McCann,33,Baltimore,1,0,,,,1.0,2,0,0,0,0,0,0.0,2.0,0.4,0.0,543510,2023
Darren McCaughan,27,Seattle,3,0,,,,5.0,7,5,3,3,10,1,5.4,2.0,0.462,18.0,670766,2023
Shane McClanahan,26,Tampa Bay,21,21,11.0,2.0,,115.0,95,42,42,41,121,15,3.29,1.183,0.274,9.5,663556,2023
T.J. McFarland,34,New York,3,0,,1.0,,1.2,4,2,1,1,2,0,5.4,3.0,0.571,10.8,519008,2023
Easton McGee,25,Seattle,1,1,,,,6.2,1,0,0,1,2,0,0.0,0.3,0.053,2.7,668834,2023
Scott McGough,33,Arizona,63,1,2.0,7.0,9.0,70.1,60,40,37,30,86,14,4.73,1.28,0.272,11.0,543518,2023
Collin McHugh,36,Atlanta,41,1,4.0,1.0,,58.2,70,34,28,22,47,5,4.3,1.568,0.348,7.2,543521,2023
Ryan McKenna,26,Baltimore,1,0,,,,1.0,4,2,2,0,0,0,18.0,4.0,0.667,0.0,663630,2023
Triston McKenzie,25,Cleveland,4,4,,3.0,,16.0,12,9,9,13,16,1,5.06,1.563,0.256,9.0,663474,2023
Zach McKinstry,28,Detroit,1,0,,,,1.0,3,2,2,0,0,1,18.0,3.0,0.4,0.0,656716,2023
John McMillon,25,Kansas City,4,0,,,,4.0,1,1,1,0,8,1,2.25,0.25,0.0,18.0,669111,2023
John Means,30,Baltimore,4,4,1.0,2.0,,23.2,13,7,7,4,10,4,2.66,0.718,0.13,3.8,607644,2023
Nick Mears,26,Colorado,16,0,,1.0,,19.1,14,8,8,14,21,1,3.72,1.448,0.26,9.8,683232,2023
Victor Mederos,22,Los Angeles,3,0,,,,3.0,5,3,3,3,3,0,9.0,2.667,0.5,9.0,682989,2023
Luis Medina,24,Oakland,23,17,3.0,10.0,,109.2,109,73,66,57,106,14,5.42,1.514,0.306,8.7,665622,2023
Trevor Megill,29,Milwaukee,32,2,1.0,,,35.2,35,14,14,12,55,2,3.53,1.318,0.407,13.9,656730,2023
Tylor Megill,27,New York,25,25,9.0,8.0,,126.1,141,76,66,58,105,18,4.7,1.575,0.325,7.5,656731,2023
J.C. Mej\xc3\xada,26,Milwaukee,9,0,1.0,,,11.1,15,7,7,3,13,2,5.56,1.588,0.419,10.3,650496,2023
Danny Mendick,29,New York,2,0,,,,2.0,9,8,8,0,0,2,36.0,4.5,0.538,0.0,664901,2023
Julian Merryweather,31,Chicago,69,0,5.0,1.0,2.0,72.0,58,28,27,36,98,8,3.38,1.306,0.313,12.3,657240,2023
Keynan Middleton,29,"Chicago,New York",51,0,2.0,2.0,2.0,50.2,40,20,19,23,64,8,3.38,1.243,0.278,11.4,641871,2023
Miles Mikolas,34,St. Louis,35,35,9.0,13.0,,201.1,226,110,107,39,137,26,4.78,1.316,0.309,6.1,571945,2023
Wade Miley,36,Milwaukee,23,23,9.0,4.0,,120.1,99,44,42,38,79,16,3.14,1.139,0.236,5.9,489119,2023
Bobby Miller,24,Los Angeles,23,23,11.0,5.0,,126.0,109,56,55,34,120,12,3.93,1.135,0.283,8.6,676272,2023
Brad Miller,33,Texas,1,0,,,,2.0,2,3,3,2,0,1,13.5,2.0,0.167,0.0,543543,2023
Bryce Miller,24,Seattle,25,25,8.0,7.0,,131.1,124,64,63,26,119,18,4.32,1.142,0.29,8.2,682243,2023
Mason Miller,24,Oakland,10,6,,3.0,,33.1,24,15,14,16,38,2,3.78,1.2,0.275,10.3,695243,2023
Shelby Miller,32,Los Angeles,37,1,3.0,,1.0,44.0,20,8,8,19,45,3,1.64,0.886,0.17,9.2,571946,2023
Tyson Miller,27,"Los Angeles,Milwaukee,New York",10,0,1.0,,,15.1,13,8,8,6,10,2,4.7,1.239,0.244,5.9,668338,2023
Alec Mills,31,Cincinnati,1,0,,,,1.0,4,5,2,1,0,1,18.0,5.0,0.429,0.0,621219,2023
Hoby Milner,32,Milwaukee,75,0,2.0,1.0,,66.2,51,16,13,13,61,5,1.76,0.96,0.257,8.2,571948,2023
Tommy Milone,36,Seattle,2,2,,1.0,,9.0,7,3,2,6,3,1,2.0,1.444,0.2,3.0,543548,2023
A.J. Minter,29,Atlanta,73,0,4.0,6.0,10.0,67.0,59,29,27,23,83,6,3.63,1.224,0.331,11.1,621345,2023
Anthony Misiewicz,28,"Arizona,Detroit,New York",11,0,2.0,,,11.0,17,11,9,6,8,2,7.36,2.091,0.385,6.5,664948,2023
Carmen Mlodzinski,24,Pittsburgh,35,1,3.0,3.0,1.0,36.0,28,14,9,18,34,3,2.25,1.278,0.26,8.5,669387,2023
Sam Moll,31,"Cincinnati,Oakland",70,1,2.0,3.0,1.0,62.1,47,22,21,30,68,2,3.03,1.235,0.281,9.8,594580,2023
Frankie Montas,30,New York,1,0,1.0,,,1.1,2,0,0,1,1,0,0.0,2.25,0.4,6.8,593423,2023
Rafael Montero,32,Houston,73,0,3.0,3.0,1.0,72.1,76,43,40,32,87,11,4.98,1.493,0.351,10.8,606160,2023
Jordan Montgomery,30,"St. Louis,Texas",38,37,13.0,12.0,,219.2,214,86,77,53,183,21,3.15,1.215,0.298,7.5,656756,2023
Matt Moore,34,"Cleveland,Los Angeles,Miami",50,0,5.0,1.0,,52.2,46,16,15,15,60,7,2.56,1.158,0.295,10.3,519043,2023
McKinley Moore,24,Philadelphia,3,0,,,,3.1,5,7,7,5,2,1,18.9,3.0,0.364,5.4,686842,2023
Jovani Mor\xc3\xa1n,26,Minnesota,43,0,2.0,2.0,,42.1,35,27,25,27,48,3,5.31,1.465,0.308,10.2,663558,2023
Adri\xc3\xa1n Morej\xc3\xb3n,24,San Diego,8,1,,,,9.0,14,7,7,5,8,1,7.0,2.111,0.448,8.0,670970,2023
Dauri Moreta,27,Pittsburgh,55,0,5.0,2.0,1.0,58.0,39,26,24,24,76,4,3.72,1.086,0.265,11.8,664294,2023
Eli Morgan,27,Cleveland,61,0,5.0,2.0,1.0,67.1,73,37,30,24,75,9,4.01,1.441,0.337,10.0,669212,2023
Reyes Moronta,30,Los Angeles,2,0,,,,1.1,4,1,1,3,2,1,6.75,5.25,0.6,13.5,606625,2023
Cody Morris,26,Cleveland,6,0,,,,8.0,10,6,6,6,9,3,6.75,2.0,0.35,10.1,663752,2023
Charlie Morton,39,Atlanta,30,30,14.0,12.0,,163.1,150,70,66,83,183,14,3.64,1.427,0.323,10.1,450203,2023
Zach Muckenhirn,28,New York,3,0,,,,6.0,11,4,4,2,3,0,6.0,2.167,0.44,4.5,669105,2023
Kyle Muller,25,Oakland,21,13,1.0,5.0,,77.0,112,65,65,39,56,16,7.6,1.961,0.375,6.5,666205,2023
Andr\xc3\xa9s Mu\xc3\xb1oz,24,Seattle,52,0,4.0,7.0,13.0,49.0,40,20,16,22,67,2,2.94,1.265,0.33,12.3,662253,2023
Penn Murfee,29,Seattle,16,0,1.0,2.0,,14.0,5,5,2,10,16,1,1.29,1.071,0.138,10.3,682171,2023
Chris Murphy,25,Boston,20,0,1.0,2.0,1.0,47.2,50,27,26,17,49,5,4.91,1.406,0.326,9.3,669684,2023
Joe Musgrove,30,San Diego,17,17,10.0,3.0,,97.1,90,35,33,21,97,10,3.05,1.14,0.305,9.0,605397,2023
Parker Mushinski,27,Houston,14,0,,,,14.2,19,9,9,4,15,5,5.52,1.568,0.341,9.2,656786,2023
James Naile,30,St. Louis,10,0,,,,15.1,27,19,15,9,7,1,8.8,2.348,0.413,4.1,664942,2023
Andrew Nardi,24,Miami,64,0,8.0,1.0,3.0,58.2,46,21,19,22,75,8,2.91,1.159,0.284,11.5,677053,2023
Packy Naughton,27,St. Louis,4,0,,,,5.0,2,0,0,1,5,0,0.0,0.6,0.182,9.0,676050,2023
Edgar Navarro,25,Chicago,8,0,,,,8.2,11,7,7,2,9,2,7.27,1.5,0.375,9.3,679346,2023
Zach Neal,34,Oakland,14,2,1.0,1.0,,27.0,30,22,20,14,25,8,6.67,1.63,0.297,8.3,594943,2023
Kyle Nelson,26,Arizona,73,2,7.0,4.0,,61.0,65,34,28,16,68,14,4.13,1.328,0.321,10.0,669459,2023
Nick Nelson,27,Philadelphia,1,0,1.0,,,5.1,2,1,1,2,3,1,1.69,0.75,0.071,5.1,656793,2023
Ryne Nelson,25,Arizona,32,27,8.0,8.0,,150.1,169,91,89,47,103,25,5.33,1.437,0.306,6.2,669194,2023
Hector Neris,34,Houston,78,0,6.0,3.0,2.0,76.2,47,22,19,36,85,10,2.23,1.083,0.214,10.0,593576,2023
Sean Newcomb,30,Oakland,7,2,1.0,1.0,,15.0,8,5,5,9,17,1,3.0,1.133,0.219,10.2,656794,2023
Kyle Nicolas,24,Pittsburgh,4,0,,,,5.1,7,7,7,4,7,1,11.81,2.063,0.462,11.8,693312,2023
Vinny Nittoli,32,New York,3,0,,,,3.2,4,1,1,0,3,0,2.45,1.091,0.364,7.4,657697,2023
Stephen Nogosek,28,New York,13,0,,1.0,,25.2,28,16,16,14,25,6,5.61,1.636,0.31,8.8,668665,2023
Aaron Nola,30,Philadelphia,36,36,15.0,10.0,,216.2,196,111,102,49,225,34,4.24,1.131,0.284,9.3,605400,2023
Sean Nolin,33,Miami,1,0,,,,3.0,7,6,6,2,2,2,18.0,3.0,0.417,6.0,543594,2023
Daniel Norris,30,Cleveland,7,0,,,,12.2,10,11,8,12,11,3,5.68,1.737,0.194,7.8,596057,2023
Bailey Ober,27,Minnesota,28,27,8.0,7.0,,148.2,133,64,61,30,150,26,3.69,1.096,0.277,9.1,641927,2023
Shohei Ohtani,28,Los Angeles,23,23,10.0,5.0,,132.0,85,50,46,55,167,18,3.14,1.061,0.24,11.4,660271,2023
Steven Okert,31,Miami,65,2,3.0,2.0,,59.2,52,32,30,24,74,9,4.53,1.274,0.305,11.2,595345,2023
Adam Oller,28,Oakland,9,1,1.0,1.0,,19.2,29,24,22,12,13,5,10.07,2.085,0.343,5.9,670124,2023
Reese Olson,23,Detroit,21,18,5.0,7.0,,103.2,83,49,46,33,103,14,3.99,1.119,0.255,8.9,681857,2023
Kaleb Ort,31,Boston,21,2,1.0,2.0,,23.0,27,19,16,9,24,6,6.26,1.565,0.328,9.4,672391,2023
Oliver Ortega,26,Minnesota,10,0,,1.0,,14.2,11,7,7,7,14,2,4.3,1.227,0.231,8.6,661383,2023
Luis Ortiz,27,Philadelphia,14,0,,,1.0,19.0,23,7,7,5,16,1,3.32,1.474,0.386,7.6,656814,2023
Luis Ortiz,24,Pittsburgh,18,15,5.0,5.0,,86.2,99,50,46,48,59,13,4.78,1.696,0.309,6.1,682847,2023
Adam Ottavino,37,New York,66,0,1.0,7.0,12.0,61.2,46,24,22,29,62,7,3.21,1.216,0.255,9.0,493603,2023
Glenn Otto,27,Texas,6,0,,,,10.2,14,12,12,6,11,6,10.13,1.875,0.286,9.3,657248,2023
Connor Overton,29,Cincinnati,3,3,,1.0,,11.0,19,14,14,7,9,3,11.45,2.364,0.444,7.4,656818,2023
Johan Oviedo,25,Pittsburgh,32,32,9.0,14.0,,177.2,161,91,85,83,158,19,4.31,1.373,0.281,8.0,670912,2023
Chris Owings,31,Pittsburgh,1,0,,,,1.0,2,0,0,0,0,0,0.0,2.0,0.333,0.0,572008,2023
Chris Paddack,27,Minnesota,4,0,1.0,,,8.2,7,3,3,1,14,1,3.12,0.923,0.333,14.5,663978,2023
Nicholas Padilla,26,Chicago,3,0,,1.0,,4.2,9,3,3,1,6,1,5.79,2.143,0.533,11.6,656820,2023
Emilio Pag\xc3\xa1n,32,Minnesota,68,1,5.0,2.0,1.0,71.1,45,26,23,22,66,5,2.9,0.939,0.216,8.3,641941,2023
Daniel Palencia,23,Chicago,27,0,5.0,3.0,,28.1,22,16,14,14,33,3,4.45,1.271,0.288,10.5,694037,2023
Andre Pallante,24,St. Louis,62,0,4.0,1.0,,68.0,76,37,36,30,43,6,4.76,1.559,0.32,5.7,669467,2023
Thomas Pannone,29,Milwaukee,1,0,,,,2.2,5,2,2,1,4,0,6.75,2.25,0.556,13.5,623381,2023
Wes Parsons,30,Toronto,1,1,,1.0,,4.0,10,9,9,3,3,2,20.25,3.25,0.471,6.8,641149,2023
Luis Pati\xc3\xb1o,23,"Chicago,Tampa Bay",9,1,,1.0,,21.2,21,12,11,14,18,3,4.57,1.615,0.281,7.5,672715,2023
Spencer Patton,35,Oakland,12,0,,,,12.1,13,7,7,6,7,3,5.11,1.541,0.256,5.1,607359,2023
James Paxton,34,Boston,19,19,7.0,5.0,,96.0,93,51,48,33,101,18,4.5,1.313,0.294,9.5,572020,2023
Joel Payamps,29,Milwaukee,70,0,7.0,5.0,3.0,72.1,58,24,20,18,79,8,2.49,1.051,0.278,9.8,606303,2023
Nate Pearson,26,Toronto,35,0,5.0,2.0,1.0,42.2,36,25,23,18,43,7,4.85,1.266,0.261,9.1,663878,2023
Elvis Peguero,26,Milwaukee,61,0,4.0,5.0,1.0,63.0,50,25,23,26,56,4,3.29,1.206,0.274,8.0,665625,2023
Ryan Pepiot,25,Los Angeles,8,3,2.0,1.0,,42.0,27,10,10,5,38,7,2.14,0.762,0.189,8.1,686752,2023
Freddy Peralta,27,Milwaukee,31,31,12.0,11.0,,170.2,134,81,75,56,215,27,3.96,1.113,0.272,11.3,642547,2023
Sammy Peralta,25,Chicago,16,0,2.0,,,20.0,19,11,9,11,18,2,4.05,1.5,0.288,8.1,671111,2023
Wandy Peralta,31,New York,63,0,4.0,2.0,4.0,54.0,36,19,17,30,51,7,2.83,1.222,0.22,8.5,593974,2023
Angel Perdomo,29,Pittsburgh,30,0,3.0,2.0,,29.0,21,14,12,11,44,3,3.72,1.103,0.333,13.7,622780,2023
Carlos P\xc3\xa9rez,32,Oakland,2,0,,,,1.2,4,2,2,2,0,1,10.8,3.6,0.429,0.0,542208,2023
Cionel P\xc3\xa9rez,27,Baltimore,67,0,4.0,2.0,3.0,55.0,57,30,21,28,48,2,3.44,1.545,0.325,7.9,672335,2023
Eury P\xc3\xa9rez,20,Miami,19,19,5.0,6.0,,91.1,72,35,32,31,108,15,3.15,1.128,0.264,10.6,691587,2023
Francisco P\xc3\xa9rez,25,Oakland,17,1,1.0,2.0,,16.2,17,12,11,8,14,0,5.94,1.5,0.333,7.6,660906,2023
Hector Perez,27,Tampa Bay,1,0,,,,0.1,3,1,1,1,0,0,27.0,12.0,0.75,0.0,660431,2023
Mart\xc3\xadn P\xc3\xa9rez,32,Texas,38,20,10.0,4.0,,146.1,159,79,75,52,95,21,4.61,1.442,0.302,5.8,527048,2023
David Peterson,27,New York,27,21,3.0,8.0,,111.0,124,64,62,50,128,16,5.03,1.568,0.371,10.4,656849,2023
Jace Peterson,33,Oakland,2,0,,,,2.0,3,2,2,3,1,1,9.0,3.0,0.286,4.5,607054,2023
Brandon Pfaadt,24,Arizona,24,23,3.0,10.0,,118.0,128,71,69,31,120,25,5.26,1.347,0.316,9.2,694297,2023
Brett Phillips,29,Los Angeles,1,0,,,,0.1,1,0,0,1,0,0,0.0,6.0,0.5,0.0,621433,2023
Connor Phillips,22,Cincinnati,5,5,1.0,1.0,,20.2,18,16,16,13,26,5,6.97,1.5,0.255,11.3,683175,2023
Evan Phillips,28,Los Angeles,64,0,2.0,4.0,24.0,63.2,40,19,14,14,69,6,1.98,0.848,0.227,9.8,623465,2023
Konnor Pilkington,25,Cleveland,1,0,,,,2.0,1,0,0,1,2,0,0.0,1.0,0.2,9.0,663455,2023
Riley Pint,25,Colorado,1,0,,,,0.1,1,1,1,3,0,0,27.0,12.0,0.5,0.0,666207,2023
Ren\xc3\xa9 Pinto,26,Tampa Bay,1,0,,,,1.0,5,5,5,0,0,3,45.0,5.0,0.4,0.0,650907,2023
Nick Pivetta,30,Boston,38,16,10.0,9.0,1.0,142.2,110,69,64,50,183,23,4.04,1.121,0.269,11.5,601713,2023
Michael Plassmeyer,26,Philadelphia,1,1,,1.0,,3.2,8,10,9,0,4,3,22.09,2.182,0.385,9.8,674681,2023
Zach Plesac,28,Cleveland,5,5,1.0,1.0,,21.1,37,20,18,5,14,3,7.59,1.969,0.415,5.9,668676,2023
Colin Poche,29,Tampa Bay,67,0,12.0,3.0,1.0,61.2,45,19,17,24,63,4,2.48,1.119,0.259,9.2,621363,2023
Zach Pop,26,Toronto,15,0,1.0,1.0,,13.2,11,11,10,6,14,4,6.59,1.244,0.219,9.2,647315,2023
Ryan Pressly,34,Houston,70,0,5.0,5.0,34.0,71.1,56,33,26,18,84,8,3.28,1.037,0.27,10.6,519151,2023
Quinn Priester,22,Pittsburgh,10,8,3.0,3.0,,50.0,58,43,43,27,36,12,7.74,1.7,0.297,6.5,682990,2023
Austin Pruitt,33,Oakland,38,6,2.0,6.0,,48.1,44,18,16,12,30,5,2.98,1.159,0.264,5.6,643493,2023
A.J. Puk,28,Miami,59,0,7.0,5.0,15.0,57.2,55,29,25,13,79,10,3.9,1.179,0.319,12.3,640462,2023
Cal Quantrill,28,Cleveland,19,19,4.0,7.0,,99.2,111,59,58,35,58,11,5.24,1.465,0.3,5.2,615698,2023
Johan Quezada,28,Miami,1,0,,,,0.2,1,3,3,5,0,0,40.5,9.0,0.333,0.0,629498,2023
