name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Brandon Eisert,26,Toronto,3,0,,,,6.2,5,3,3,4,2,0,4.05,1.35,0.25,2.7,685126,2024
Bryce Elder,25,Atlanta,10,10,2.0,5.0,,49.2,64,37,36,17,46,8,6.52,1.631,0.366,8.3,693821,2024
Fraser Ellard,26,Chicago,25,0,2.0,3.0,1.0,24.0,18,12,10,12,26,3,3.75,1.25,0.254,9.8,686642,2024
Kent Emanuel,32,Miami,12,0,,,,17.2,20,14,13,7,12,4,6.62,1.528,0.286,6.1,592288,2024
Mason Englert,24,Detroit,12,1,1.0,,,21.2,23,15,13,5,16,4,5.4,1.292,0.284,6.6,669438,2024
Nathan Eovaldi,34,Texas,29,29,12.0,8.0,,170.2,147,74,72,42,166,23,3.8,1.107,0.271,8.8,543135,2024
Lucas Erceg,29,"Kansas City,Oakland",66,0,2.0,6.0,17.0,67.2,53,28,25,19,78,4,3.33,1.064,0.288,10.4,668674,2024
Paolo Espino,37,Toronto,3,1,,1.0,,8.2,14,8,8,5,3,3,8.31,2.192,0.344,3.1,502179,2024
Joey Estes,22,Oakland,25,24,7.0,9.0,,127.2,130,73,71,27,92,23,5.01,1.23,0.274,6.5,683155,2024
Carlos Est\xc3\xa9vez,31,"Los Angeles,Philadelphia",57,0,4.0,5.0,26.0,57.2,40,20,16,13,54,6,2.5,0.919,0.227,8.4,608032,2024
Jeremiah Estrada,25,San Diego,66,0,6.0,3.0,1.0,65.1,47,23,20,24,99,4,2.76,1.087,0.301,13.6,669093,2024
Alex Faedo,28,Detroit,37,6,5.0,3.0,,57.1,49,24,23,28,55,9,3.61,1.343,0.268,8.6,656412,2024
Pete Fairbanks,30,Tampa Bay,46,0,3.0,3.0,23.0,45.1,36,20,18,17,44,4,3.57,1.169,0.269,8.7,664126,2024
Bailey Falter,27,Pittsburgh,28,28,8.0,9.0,,142.1,138,72,70,45,97,17,4.43,1.286,0.287,6.1,663559,2024
Buck Farmer,33,Cincinnati,61,1,3.0,2.0,1.0,71.0,56,25,24,29,70,7,3.04,1.197,0.265,8.9,571656,2024
Kyle Farmer,33,Minnesota,3,0,,,,4.0,7,3,3,1,0,0,6.75,2.0,0.389,0.0,571657,2024
Calvin Faucher,28,Miami,53,0,2.0,3.0,6.0,53.2,49,25,19,26,63,0,3.19,1.398,0.35,10.6,676534,2024
Erick Fedde,31,"Chicago,St. Louis",31,31,9.0,9.0,,177.1,154,66,65,52,154,20,3.3,1.162,0.271,7.8,607200,2024
Brady Feigl,33,Pittsburgh,1,0,,,,1.2,7,6,6,0,0,1,32.4,4.2,0.6,0.0,621399,2024
Ryan Feltner,27,Colorado,30,30,3.0,10.0,,162.1,165,94,81,52,138,20,4.49,1.337,0.306,7.7,663372,2024
Caleb Ferguson,27,"Houston,New York",63,0,1.0,4.0,1.0,54.2,56,34,28,25,67,6,4.61,1.482,0.34,11.0,657571,2024
Tyler Ferguson,30,Oakland,48,0,4.0,2.0,2.0,51.1,32,23,21,24,62,4,3.68,1.091,0.246,10.9,621053,2024
Ryan Fernandez,26,St. Louis,62,0,1.0,6.0,2.0,66.2,58,30,25,32,71,4,3.38,1.35,0.31,9.6,681676,2024
Jose A. Ferrer,24,Washington,31,0,1.0,,1.0,32.0,27,12,12,6,25,1,3.38,1.031,0.274,7.0,678606,2024
David Festa,24,Minnesota,14,13,2.0,6.0,,64.1,62,36,35,23,77,9,4.9,1.321,0.319,10.8,701581,2024
Matt Festa,31,"New York,Texas",19,0,6.0,1.0,,23.2,21,18,15,8,24,2,5.7,1.225,0.292,9.1,670036,2024
J.P. Feyereisen,31,Los Angeles,10,0,,1.0,1.0,11.0,11,10,10,5,9,3,8.18,1.455,0.267,7.4,656420,2024
Kyle Finnegan,32,Washington,65,0,3.0,8.0,38.0,63.2,61,31,26,24,60,9,3.68,1.335,0.294,8.5,640448,2024
Richard Fitts,24,Boston,4,4,,1.0,,20.2,19,6,4,7,9,0,1.74,1.258,0.284,3.9,690916,2024
Tyler Fitzgerald,26,San Francisco,3,0,,,,3.0,6,3,3,0,0,0,9.0,2.0,0.429,0.0,666149,2024
Jack Flaherty,28,"Detroit,Los Angeles",33,33,14.0,9.0,,184.0,159,79,75,47,209,30,3.67,1.12,0.284,10.2,656427,2024
Josh Fleming,28,Pittsburgh,25,3,1.0,1.0,1.0,31.1,34,18,14,14,17,3,4.02,1.532,0.301,4.9,676596,2024
Chris Flexen,29,Chicago,33,31,3.0,15.0,,160.0,180,95,88,63,123,24,4.95,1.519,0.318,6.9,623167,2024
Dylan Floro,33,"Arizona,Washington",66,0,6.0,4.0,,68.2,65,31,29,17,48,5,3.8,1.194,0.29,6.3,571670,2024
Jason Foley,28,Detroit,70,0,3.0,6.0,28.0,60.1,54,29,22,20,46,5,3.28,1.227,0.274,6.9,671345,2024
Matt Foster,29,Chicago,6,1,,1.0,,6.2,5,2,2,5,4,1,2.7,1.5,0.2,5.4,641582,2024
J.P. France,29,Houston,5,5,,3.0,,25.1,31,21,21,12,22,5,7.46,1.697,0.321,7.8,641585,2024
Bowden Francis,28,Toronto,27,13,8.0,5.0,,103.2,74,41,38,22,92,17,3.3,0.926,0.212,8.0,670102,2024
Kyle Freeland,31,Colorado,21,21,5.0,8.0,,113.1,134,73,66,26,85,22,5.24,1.412,0.315,6.8,607536,2024
Luis Fr\xc3\xadas,26,"Arizona,Toronto",11,0,,1.0,,9.2,19,16,15,7,12,2,13.97,2.69,0.531,11.2,666818,2024
Max Fried,30,Atlanta,30,30,11.0,11.0,,176.1,154,76,68,57,168,14,3.47,1.197,0.29,8.6,608331,2024
Carson Fulmer,30,Los Angeles,37,8,,5.0,,86.2,81,45,40,40,81,11,4.15,1.396,0.292,8.4,608334,2024
Kody Funderburk,27,Minnesota,27,0,1.0,,1.0,34.2,41,26,25,15,32,4,6.49,1.615,0.356,8.3,681892,2024
Hunter Gaddis,26,Cleveland,86,0,7.0,4.0,,82.0,51,23,17,19,78,6,1.87,0.854,0.218,8.6,683769,2024
Giovanny Gallegos,32,St. Louis,21,0,2.0,1.0,1.0,20.2,24,15,15,10,21,6,6.53,1.645,0.316,9.1,606149,2024
Zac Gallen,28,Arizona,28,28,14.0,6.0,,148.0,133,62,60,54,156,13,3.65,1.264,0.305,9.5,668678,2024
Gerson Garabito,28,Texas,18,2,,2.0,,26.1,23,15,14,12,22,4,4.78,1.329,0.264,7.5,642520,2024
Deivi Garc\xc3\xada,25,Chicago,14,0,1.0,2.0,1.0,14.0,16,16,11,11,15,2,7.07,1.929,0.35,9.6,665620,2024
Luis Garcia,37,"Boston,Los Angeles",59,0,5.0,1.0,4.0,58.1,59,35,31,15,52,8,4.78,1.269,0.297,8.0,472610,2024
Robert Garcia,28,Washington,72,0,3.0,6.0,,59.2,55,34,28,16,75,4,4.22,1.19,0.331,11.3,676395,2024
Yimi Garc\xc3\xada,33,"Seattle,Toronto",39,0,3.0,,5.0,39.0,23,15,15,12,49,6,3.46,0.897,0.205,11.3,554340,2024
Amir Garrett,32,Los Angeles,6,0,,,,5.1,4,3,3,5,11,1,5.06,1.688,0.429,18.6,607237,2024
Braxton Garrett,26,Miami,7,7,2.0,2.0,,37.0,40,24,22,4,34,5,5.35,1.189,0.31,8.3,666129,2024
Reed Garrett,31,New York,60,0,9.0,5.0,4.0,65.2,55,33,29,32,93,8,3.97,1.325,0.333,12.7,657585,2024
Robert Gasser,25,Milwaukee,5,5,2.0,,,28.0,28,9,8,1,16,2,2.57,1.036,0.286,5.1,688107,2024
Kevin Gausman,33,Toronto,31,31,14.0,11.0,,181.0,165,86,77,56,162,20,3.83,1.221,0.282,8.1,592332,2024
Domingo Germ\xc3\xa1n,31,Pittsburgh,7,2,,1.0,,20.2,25,19,18,13,18,4,7.84,1.839,0.339,7.8,593334,2024
Ian Gibaut,30,Cincinnati,2,0,,,,2.0,3,1,1,1,1,0,4.5,2.0,0.375,4.5,664139,2024
Kyle Gibson,36,St. Louis,30,30,8.0,8.0,,169.2,161,91,80,68,151,23,4.24,1.35,0.292,8.0,502043,2024
Luis Gil,26,New York,31,31,15.0,7.0,,159.2,112,66,65,82,175,20,3.66,1.215,0.238,9.9,661563,2024
Logan Gilbert,27,Seattle,33,33,9.0,12.0,,208.2,148,83,75,37,220,26,3.23,0.887,0.237,9.5,669302,2024
Tyler Gilbert,30,Philadelphia,6,0,,,,8.1,10,3,3,2,4,1,3.24,1.44,0.3,4.3,656457,2024
Lucas Gilbreath,28,Colorado,3,0,,,,1.0,7,6,6,1,0,1,54.0,8.0,0.667,0.0,656458,2024
Logan Gillaspie,27,San Diego,9,0,,,,11.1,15,9,9,0,7,2,7.15,1.324,0.333,5.6,670810,2024
Connor Gillispie,26,Cleveland,3,0,,,,8.0,4,2,2,5,8,0,2.25,1.125,0.211,9.0,687362,2024
Kevin Ginkel,30,Arizona,72,0,8.0,3.0,5.0,70.0,69,31,25,15,77,6,3.21,1.2,0.333,9.9,656464,2024
J.T. Ginn,25,Oakland,8,6,1.0,1.0,,34.0,36,16,16,9,29,4,4.24,1.324,0.327,7.7,669372,2024
Tyler Glasnow,30,Los Angeles,22,22,9.0,6.0,,134.0,92,53,52,35,168,15,3.49,0.948,0.255,11.3,607192,2024
Austin Gomber,30,Colorado,30,30,5.0,12.0,,165.0,178,89,87,38,116,30,4.75,1.309,0.29,6.3,596295,2024
Yoendrys G\xc3\xb3mez,24,New York,5,0,,,,11.1,11,5,5,7,10,2,3.97,1.588,0.265,7.9,672782,2024
Marco Gonzales,32,Pittsburgh,7,7,1.0,1.0,,33.2,43,17,17,11,23,5,4.54,1.604,0.342,6.1,594835,2024
Victor Gonz\xc3\xa1lez,28,New York,27,0,2.0,1.0,2.0,23.1,13,12,10,13,11,3,3.86,1.114,0.149,4.2,624647,2024
Tanner Gordon,26,Colorado,8,8,,6.0,,34.1,53,34,33,6,26,10,8.65,1.718,0.377,6.8,685299,2024
MacKenzie Gore,25,Washington,32,32,10.0,12.0,,166.1,171,93,72,65,181,15,3.9,1.419,0.341,9.8,669022,2024
Anthony Gose,33,Cleveland,3,0,,,,4.1,9,5,5,1,4,2,10.38,2.308,0.467,8.3,543238,2024
Gordon Graceffo,24,St. Louis,2,1,,1.0,,7.2,7,4,4,2,6,1,4.7,1.174,0.273,7.0,700669,2024
Brusdar Graterol,25,Los Angeles,10,0,,,,9.2,5,3,3,6,8,0,2.79,1.138,0.192,7.4,660813,2024
Jon Gray,32,Texas,23,19,5.0,6.0,,102.2,107,54,51,28,86,11,4.47,1.315,0.307,7.5,592351,2024
Josiah Gray,26,Washington,2,2,,2.0,,8.1,15,13,13,5,9,2,14.04,2.4,0.464,9.7,680686,2024
Sonny Gray,34,St. Louis,28,28,13.0,9.0,,166.1,142,79,71,39,203,21,3.84,1.088,0.301,11.0,543243,2024
Chad Green,33,Toronto,52,0,4.0,6.0,16.0,52.1,40,20,19,14,43,8,3.27,1.032,0.23,7.4,643338,2024
Hunter Greene,24,Cincinnati,26,26,9.0,5.0,,150.1,96,47,46,57,169,12,2.75,1.018,0.239,10.1,668881,2024
Michael Grove,27,Los Angeles,40,2,4.0,4.0,,51.1,47,32,30,16,55,7,5.26,1.227,0.301,9.6,675627,2024
Sean Guenther,28,Detroit,21,0,4.0,,,24.0,11,3,3,3,12,0,1.13,0.583,0.164,4.5,674944,2024
Luis Guerrero,23,Boston,9,0,,,,10.0,6,1,0,2,9,0,0.0,0.8,0.24,8.1,692285,2024
Luis Guillorme,29,"Atlanta,Los Angeles",3,0,,,,3.0,4,4,4,2,0,1,12.0,2.0,0.25,0.0,641645,2024
Vladimir Gutierrez,28,Miami,1,0,,,,4.0,3,3,3,2,4,1,6.75,1.25,0.2,9.0,661269,2024
Josh Hader,30,Houston,73,0,8.0,8.0,34.0,73.1,47,34,31,27,105,12,3.8,1.009,0.241,12.9,623352,2024
DL Hall,25,Milwaukee,13,7,1.0,2.0,,43.0,48,26,24,21,44,6,5.02,1.605,0.347,9.2,669084,2024
Seth Halvorsen,24,Colorado,12,0,2.0,1.0,2.0,12.1,8,3,2,2,13,2,1.46,0.811,0.214,9.5,678020,2024
Ian Hamilton,29,New York,37,0,,1.0,1.0,39.1,38,18,17,15,44,2,3.89,1.347,0.343,10.1,641656,2024
Garrett Hampson,29,Kansas City,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641658,2024
Emerson Hancock,25,Seattle,12,12,4.0,4.0,,60.2,62,37,32,19,39,12,4.75,1.335,0.263,5.8,676106,2024
Brenan Hanifee,26,Detroit,22,3,1.0,1.0,,31.0,28,7,6,7,25,2,1.74,1.129,0.28,7.3,669724,2024
Hogan Harris,27,Oakland,21,9,4.0,4.0,,72.1,65,29,23,33,61,7,2.86,1.355,0.291,7.6,663687,2024
Kyle Harrison,22,San Francisco,24,24,7.0,7.0,,124.1,125,65,63,42,118,18,4.56,1.343,0.309,8.5,690986,2024
Geoff Hartlieb,30,Colorado,5,0,,,,9.0,13,10,9,4,7,1,9.0,1.889,0.375,7.0,664129,2024
Grant Hartwig,26,New York,4,0,,,,6.2,6,6,5,4,4,1,6.75,1.5,0.25,5.4,701643,2024
Hunter Harvey,29,"Kansas City,Washington",49,0,2.0,4.0,1.0,50.2,51,28,25,16,55,5,4.44,1.322,0.336,9.8,640451,2024
Brent Headrick,26,Minnesota,1,0,,,,3.0,2,1,1,2,5,1,3.0,1.333,0.2,15.0,687396,2024
Andrew Heaney,33,Texas,32,31,5.0,14.0,,160.0,159,84,76,41,159,23,4.28,1.25,0.299,8.9,571760,2024
Jonathan Heasley,27,Baltimore,4,0,,1.0,,5.1,10,11,10,3,4,2,16.88,2.438,0.421,6.8,669169,2024
Austin Hedges,31,Cleveland,1,0,,,,2.0,0,0,0,1,0,0,0.0,0.5,0.0,0.0,595978,2024
Tyler Heineman,33,Toronto,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,623168,2024
Ben Heller,32,Pittsburgh,8,0,,1.0,,12.0,19,16,15,6,15,1,11.25,2.083,0.474,11.3,621294,2024
Ryan Helsley,29,St. Louis,65,0,7.0,4.0,49.0,66.1,50,19,15,23,79,3,2.04,1.101,0.294,10.7,664854,2024
Kyle Hendricks,34,Chicago,29,24,4.0,12.0,,130.2,147,88,86,43,87,21,5.92,1.454,0.305,6.0,543294,2024
Blair Henley,27,Houston,1,1,,,,0.1,4,5,5,3,0,0,135.0,21.0,0.8,0.0,668874,2024
Edgardo Henriquez,22,Los Angeles,6,0,,,1.0,8.1,10,5,5,5,8,2,5.4,1.8,0.32,8.6,683618,2024
Ronny Henriquez,24,Minnesota,16,1,1.0,1.0,,19.1,20,8,7,5,15,2,3.26,1.293,0.31,7.0,678692,2024
Tommy Henry,26,Arizona,9,7,2.0,3.0,,38.1,49,31,30,18,30,9,7.04,1.748,0.333,7.0,674072,2024
David Hensley,28,Miami,1,0,,,,2.0,2,2,2,1,0,0,9.0,1.5,0.25,0.0,682073,2024
Sam Hentges,27,Cleveland,25,0,,,,23.2,18,8,8,5,27,3,3.04,0.972,0.273,10.3,656529,2024
Jimmy Herget,30,Atlanta,8,0,,1.0,,12.1,13,6,6,3,15,2,4.38,1.297,0.344,10.9,623474,2024
Kevin Herget,33,Milwaukee,7,0,,,1.0,11.1,6,2,2,3,9,1,1.59,0.794,0.167,7.1,643361,2024
Carlos Hern\xc3\xa1ndez,27,Kansas City,27,0,,1.0,,30.0,24,14,11,16,27,1,3.3,1.333,0.274,8.1,672578,2024
Daysbel Hern\xc3\xa1ndez,27,Atlanta,17,0,3.0,,,20.1,11,6,5,11,29,0,2.21,1.082,0.262,12.8,678226,2024
Elieser Hern\xc3\xa1ndez,29,"Los Angeles,Milwaukee",9,1,,1.0,,15.2,14,11,11,5,8,5,6.32,1.213,0.196,4.6,622694,2024
Enrique Hern\xc3\xa1ndez,32,Los Angeles,4,0,,,,4.1,5,2,2,0,0,0,4.15,1.154,0.278,0.0,571771,2024
Jonathan Hern\xc3\xa1ndez,27,"Seattle,Texas",29,1,3.0,1.0,,43.1,41,28,26,28,39,6,5.4,1.592,0.299,8.1,642546,2024
Jose Hernandez,26,Pittsburgh,7,0,1.0,1.0,1.0,5.1,5,2,2,4,4,1,3.38,1.688,0.25,6.8,669796,2024
Nick Hernandez,29,Houston,5,0,,,,8.0,10,7,7,1,10,4,7.88,1.375,0.316,11.3,663321,2024
Tim Herrin,27,Cleveland,84,0,6.0,1.0,,74.0,45,18,15,30,74,2,1.82,1.014,0.242,9.0,682120,2024
DJ Herz,23,Washington,19,19,4.0,9.0,,88.2,76,45,41,36,106,11,4.16,1.263,0.29,10.8,687792,2024
Aaron Hicks,34,Los Angeles,1,0,,,,1.0,2,2,2,1,0,1,18.0,3.0,0.25,0.0,543305,2024
Jordan Hicks,27,San Francisco,29,20,4.0,7.0,1.0,109.2,112,54,50,47,96,12,4.1,1.45,0.315,7.9,663855,2024
Jaden Hill,24,Colorado,9,0,,,,10.2,8,7,6,4,6,2,5.06,1.125,0.194,5.1,677955,2024
Rich Hill,44,Boston,4,0,,1.0,,3.2,1,2,2,3,5,1,4.91,1.091,0.0,12.3,448179,2024
Tim Hill,34,"Chicago,New York",72,0,4.0,,,75.1,84,34,26,21,34,2,3.11,1.394,0.312,4.1,657612,2024
Sean Hjelle,27,San Francisco,58,0,3.0,4.0,,80.2,84,37,35,14,75,10,3.9,1.215,0.322,8.4,663546,2024
Porter Hodge,23,Chicago,39,0,3.0,1.0,9.0,43.0,19,10,9,19,52,2,1.88,0.884,0.189,10.9,687863,2024
Bryan Hoeing,27,"Miami,San Diego",37,2,3.0,3.0,,56.1,48,18,16,15,45,6,2.56,1.118,0.266,7.2,663773,2024
Jeff Hoffman,31,Philadelphia,71,0,4.0,5.0,10.0,67.2,51,26,22,18,90,6,2.93,1.02,0.287,12.0,656546,2024
Colin Holderman,28,Pittsburgh,55,0,3.0,6.0,,51.1,42,23,18,25,56,6,3.16,1.305,0.277,9.8,670059,2024
Gavin Hollowell,26,Chicago,1,0,,,,1.1,2,0,0,0,1,0,0.0,1.5,0.5,6.8,668970,2024
Grant Holman,24,Oakland,18,0,1.0,1.0,,15.2,17,8,7,9,16,1,4.02,1.66,0.348,9.2,680880,2024
Clay Holmes,31,New York,80,0,6.0,6.0,30.0,75.0,68,32,25,27,80,5,3.0,1.267,0.315,9.6,605280,2024
Grant Holmes,28,Atlanta,26,7,2.0,1.0,,68.1,66,27,27,15,70,7,3.56,1.185,0.314,9.2,656550,2024
Tyler Holton,28,Detroit,72,11,7.0,3.0,9.0,100.0,63,31,29,18,83,8,2.61,0.81,0.209,7.5,663947,2024
Brent Honeywell Jr.,29,"Los Angeles,Pittsburgh",23,1,1.0,1.0,1.0,46.1,44,21,20,14,20,4,3.88,1.252,0.274,3.9,641703,2024
Bailey Horn,26,Boston,18,0,1.0,1.0,,18.0,22,14,13,10,13,5,6.5,1.778,0.288,6.5,690544,2024
Tanner Houck,28,Boston,30,30,9.0,10.0,,178.2,156,75,62,48,154,11,3.12,1.142,0.283,7.8,656557,2024
Adrian Houser,31,New York,23,7,1.0,5.0,1.0,69.1,74,48,45,32,45,8,5.84,1.529,0.3,5.8,605288,2024
Spencer Howard,27,"Cleveland,San Francisco",9,3,1.0,2.0,,29.0,44,24,20,14,27,5,6.21,2.0,0.402,8.4,675921,2024
Bryan Hudson,27,Milwaukee,43,0,6.0,1.0,,62.1,28,12,12,17,62,7,1.73,0.722,0.149,9.0,663542,2024
Dakota Hudson,29,Colorado,18,18,2.0,12.0,,89.0,99,66,61,50,49,11,6.17,1.674,0.306,5.0,641712,2024
Daniel Hudson,37,Los Angeles,72,0,6.0,3.0,10.0,69.0,53,30,26,21,69,11,3.39,1.072,0.236,9.0,543339,2024
Brandon Hughes,28,Arizona,15,2,,,,17.2,24,16,16,10,21,8,8.15,1.925,0.333,10.7,676714,2024
Kyle Hurt,26,Los Angeles,3,1,,1.0,,6.2,8,2,1,1,3,0,1.35,1.35,0.348,4.1,669165,2024
Brant Hurter,25,Detroit,12,1,7.0,1.0,,50.1,41,13,13,8,39,4,2.32,0.974,0.253,7.0,676428,2024
Raisel Iglesias,34,Atlanta,66,0,6.0,2.0,34.0,69.1,38,19,15,13,68,4,1.95,0.736,0.202,8.8,628452,2024
Shota Imanaga,30,Chicago,29,29,15.0,3.0,,173.1,149,66,56,28,174,27,2.91,1.021,0.264,9.0,684007,2024
Jairo Iriarte,22,Chicago,6,0,,1.0,,6.0,3,3,1,8,6,0,1.5,1.833,0.188,9.0,683568,2024
Cole Irvin,30,"Baltimore,Minnesota",29,16,6.0,6.0,1.0,111.0,132,71,63,29,78,18,5.11,1.45,0.317,6.3,608344,2024
Jake Irvin,27,Washington,33,33,10.0,14.0,,187.2,173,97,92,52,156,29,4.41,1.199,0.274,7.5,663623,2024
Jay Jackson,36,Minnesota,20,0,1.0,2.0,,26.1,28,24,22,9,29,7,7.52,1.405,0.304,9.9,543351,2024
Luke Jackson,32,"Atlanta,San Francisco",53,0,4.0,3.0,,55.0,53,34,31,26,61,8,5.07,1.436,0.313,10.0,592426,2024
Alek Jacob,26,San Diego,9,0,,,,16.2,10,7,5,3,21,2,2.7,0.78,0.216,11.3,689690,2024
Joe Jacques,29,"Arizona,Boston",2,0,,,,3.0,6,3,3,1,2,1,9.0,2.333,0.455,6.0,682175,2024
Kenley Jansen,36,Boston,54,0,4.0,2.0,27.0,54.2,38,20,20,20,62,4,3.29,1.061,0.26,10.2,445276,2024
Bryce Jarvis,26,Arizona,44,0,1.0,2.0,,59.1,52,25,21,33,38,6,3.19,1.433,0.261,5.8,686826,2024
Cristian Javier,27,Houston,7,7,3.0,1.0,,34.2,30,16,15,19,27,4,3.89,1.413,0.263,7.0,664299,2024
Griffin Jax,29,Minnesota,72,0,5.0,5.0,10.0,71.0,47,19,16,15,95,4,2.03,0.873,0.272,12.0,643377,2024
Tyler Jay,30,"Milwaukee,New York",5,0,,,,7.2,9,5,4,6,6,0,4.7,1.957,0.375,7.0,664079,2024
Daulton Jefferies,28,"Pittsburgh,San Francisco",6,1,,2.0,,14.2,24,20,16,4,12,4,9.82,1.909,0.385,7.4,641726,2024
Dany Jim\xc3\xa9nez,30,Oakland,25,0,1.0,3.0,1.0,25.2,21,18,14,19,25,6,4.91,1.558,0.227,8.8,666204,2024
Joe Jim\xc3\xa9nez,29,Atlanta,70,0,1.0,5.0,3.0,69.2,45,22,20,24,83,2,2.58,0.99,0.256,10.7,641729,2024
Jackson Jobe,21,Detroit,4,0,,,,5.2,6,3,3,1,2,0,4.76,1.235,0.261,3.2,695549,2024
Pierce Johnson,33,Atlanta,59,0,6.0,6.0,2.0,57.1,48,25,23,25,67,6,3.61,1.273,0.302,10.5,572955,2024
Seth Johnson,25,Philadelphia,1,1,,1.0,,2.1,8,9,9,3,0,1,34.71,4.714,0.5,0.0,686751,2024
Jared Jones,22,Pittsburgh,22,22,6.0,8.0,,121.2,106,60,56,39,132,18,4.14,1.192,0.284,9.8,683003,2024
Ben Joyce,23,Los Angeles,31,1,2.0,,4.0,34.2,26,8,8,14,33,1,2.08,1.154,0.278,8.6,690829,2024
Jakob Junis,31,"Cincinnati,Milwaukee",24,6,4.0,,1.0,67.0,49,22,20,8,51,8,2.69,0.851,0.224,6.9,596001,2024
Janson Junk,28,"Milwaukee,Oakland",6,0,,,,8.0,22,13,13,4,8,3,14.63,3.25,0.576,9.0,676083,2024
Evan Justice,25,Colorado,1,0,,,,0.1,0,0,0,1,1,0,0.0,3.0,,27.0,687145,2024
Tommy Kahnle,34,New York,59,0,1.0,3.0,2.0,51.1,36,19,12,26,53,5,2.1,1.208,0.235,9.3,592454,2024
Brad Keller,28,"Boston,Chicago",16,2,,4.0,1.0,41.1,48,28,25,15,32,9,5.44,1.524,0.291,7.0,641745,2024
Mitch Keller,28,Pittsburgh,31,31,11.0,12.0,,178.0,182,90,84,50,166,23,4.25,1.303,0.308,8.4,656605,2024
Casey Kelly,34,Cincinnati,2,0,,,1.0,5.1,5,3,3,1,4,1,5.06,1.125,0.267,6.8,543391,2024
Joe Kelly,36,Los Angeles,35,0,1.0,1.0,,32.0,31,19,17,16,35,4,4.78,1.469,0.333,9.8,523260,2024
Kevin Kelly,26,Tampa Bay,68,0,5.0,2.0,1.0,70.2,59,25,21,9,63,7,2.67,0.962,0.271,8.0,687330,2024
Merrill Kelly,35,Arizona,13,13,5.0,1.0,,73.2,67,35,33,19,63,11,4.03,1.167,0.275,7.7,518876,2024
Michael Kelly,31,Oakland,28,0,3.0,2.0,,31.1,27,11,9,10,22,2,2.59,1.181,0.278,6.3,547184,2024
Zack Kelly,29,Boston,49,3,6.0,3.0,,56.2,44,31,25,27,61,10,3.97,1.253,0.241,9.7,677161,2024
Orion Kerkering,23,Philadelphia,68,2,5.0,3.0,,66.2,55,21,17,19,79,3,2.3,1.11,0.317,10.7,689147,2024
Ray Kerr,29,Atlanta,10,2,1.0,2.0,,22.1,29,14,14,7,27,4,5.64,1.612,0.403,10.9,678061,2024
Clayton Kershaw,36,Los Angeles,7,7,2.0,2.0,,30.0,36,19,15,9,24,2,4.5,1.5,0.354,7.2,477132,2024
Grae Kessinger,26,Houston,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666197,2024
Dallas Keuchel,36,Milwaukee,4,4,,,,16.2,23,10,10,8,11,3,5.4,1.86,0.351,5.9,572971,2024
Yusei Kikuchi,33,"Houston,Toronto",32,32,9.0,10.0,,175.2,167,85,79,44,206,25,4.05,1.201,0.312,10.6,579328,2024
Caleb Kilian,27,Chicago,2,1,,1.0,,10.2,11,6,5,6,7,2,4.22,1.594,0.281,5.9,668873,2024
Craig Kimbrel,36,Baltimore,57,0,7.0,5.0,23.0,52.1,40,35,31,31,73,7,5.33,1.357,0.287,12.6,518886,2024
Isiah Kiner-Falefa,29,Toronto,2,0,,,,2.0,1,1,1,2,0,0,4.5,1.5,0.143,0.0,643396,2024
Bryan King,27,Houston,29,0,1.0,,,27.0,21,7,7,10,33,1,2.33,1.148,0.308,11.0,687911,2024
John King,29,St. Louis,56,0,3.0,3.0,,60.0,58,23,19,14,38,5,2.85,1.2,0.28,5.7,667463,2024
Michael King,29,San Diego,33,32,15.0,9.0,,185.2,154,76,62,64,216,19,3.01,1.174,0.29,10.5,650633,2024
Tyler Kinley,33,Colorado,67,0,6.0,1.0,12.0,64.0,61,44,44,33,72,11,6.19,1.469,0.301,10.1,641755,2024
George Kirby,26,Seattle,33,33,14.0,11.0,,191.0,181,82,75,23,179,22,3.53,1.068,0.292,8.4,669923,2024
Austin Kitchen,27,Miami,4,1,,1.0,,7.0,16,12,11,3,4,1,14.14,2.714,0.455,5.1,685116,2024
Andrew Kittredge,34,St. Louis,74,0,5.0,5.0,1.0,70.2,60,26,22,20,67,10,2.8,1.132,0.265,8.5,552640,2024
Will Klein,24,"Kansas City,Oakland",8,0,1.0,,,7.1,12,9,9,6,7,0,11.05,2.455,0.48,8.6,694361,2024
Adam Kloffenstein,23,St. Louis,1,0,,,,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,680572,2024
Landon Knack,26,Los Angeles,18,12,3.0,5.0,1.0,76.0,66,34,34,22,74,16,4.03,1.158,0.245,8.8,689017,2024
Andrew Knizner,29,Texas,2,0,,,,3.0,1,0,0,2,0,0,0.0,1.0,0.111,0.0,668800,2024
Matt Koch,33,Colorado,2,0,,,1.0,0.1,3,4,3,1,0,1,81.0,12.0,0.667,0.0,571863,2024
Jack Kochanowicz,23,Los Angeles,11,11,2.0,6.0,,65.1,68,30,29,10,25,7,3.99,1.194,0.284,3.4,686799,2024
